,coder,descr_id,code
762,Tianyi,1331zhengning,D1a
763,Tianyi,1331zhengning,D1b
764,Tianyi,1331toby,D1a
765,Tianyi,1331toby,D1b
766,Tianyi,1139zhengzhang,BF4
767,Tianyi,1139tianyi,BF4
768,Tianyi,1139tianyi,I1
769,Tianyi,1139zhengning,BF4
770,Tianyi,1139toby,BF4
771,Tianyi,2179zhengzhang,I1
772,Tianyi,2179tianyi,I1
773,Tianyi,2179tianyi,H1
774,Tianyi,2179zhengning,I1
775,Tianyi,2179zhengning,A1d
776,Tianyi,2179zhengning,DF2
777,Tianyi,2179toby,I1
778,Tianyi,2179toby,D1
779,Tianyi,2179toby,DF2
780,Tianyi,2153zhengzhang,I1
781,Tianyi,2153zhengzhang,A1a
782,Tianyi,2153tianyi,I1
783,Tianyi,2153tianyi,H1
784,Tianyi,2153tianyi,A1a
785,Tianyi,2153zhengning,A1a
786,Tianyi,2153toby,I1
787,Tianyi,2168zhengzhang,I1
788,Tianyi,2168zhengzhang,BL2
789,Tianyi,2168tianyi,I1
790,Tianyi,2168tianyi,BL3
791,Tianyi,2168zhengning,I1
792,Tianyi,2168zhengning,I2
793,Tianyi,2168toby,BL2
794,Tianyi,2168toby,I1
795,Tianyi,2000zhengzhang,BL3
796,Tianyi,2000zhengzhang,I2
797,Tianyi,2000tianyi,BL3
798,Tianyi,2000tianyi,H1
799,Tianyi,2000tianyi,I2
800,Tianyi,2000zhengning,BL3
801,Tianyi,2000zhengning,I1
802,Tianyi,2000toby,BL3
803,Tianyi,2000toby,I1
804,Tianyi,1961zhengzhang,CE3
805,Tianyi,1961tianyi,CL1
806,Tianyi,1961tianyi,BE5
807,Tianyi,1961zhengning,I1
808,Tianyi,1961toby,F4
809,Tianyi,1578zhengzhang,CE3
810,Tianyi,1578zhengzhang,BE5
811,Tianyi,1578tianyi,CE3
812,Tianyi,1578tianyi,BE5
813,Tianyi,1578tianyi,I1
814,Tianyi,1578zhengning,CE3
815,Tianyi,1578toby,CE3
816,Tianyi,1585zhengzhang,BL3
817,Tianyi,1585tianyi,BL3
818,Tianyi,1585zhengning,BL3
819,Tianyi,1585toby,BL3
820,Tianyi,1671zhengzhang,KA1b
821,Tianyi,1671tianyi,KA1b
822,Tianyi,1671zhengning,I1
823,Tianyi,1671zhengning,KA1b
824,Tianyi,1671toby,KA1b
825,Tianyi,1704zhengzhang,F1
826,Tianyi,1704tianyi,F1
827,Tianyi,1704zhengning,I1
828,Tianyi,1704zhengning,F1
829,Tianyi,1704toby,F1
830,Tianyi,2373zhengzhang,CL1
831,Tianyi,2373tianyi,CL1
832,Tianyi,2373zhengning,CL1
833,Tianyi,2373toby,CL1
834,Tianyi,798zhengzhang,BL1
835,Tianyi,798tianyi,BL1
836,Tianyi,798tianyi,I1
837,Tianyi,798tianyi,G
838,Tianyi,798zhengning,G
839,Tianyi,798toby,G
840,Tianyi,798toby,BL1
841,Tianyi,1131zhengzhang,BL2
842,Tianyi,1131zhengzhang,H2
843,Tianyi,1131tianyi,BL2
844,Tianyi,1131tianyi,BL3
845,Tianyi,1131tianyi,H1
846,Tianyi,1131tianyi,H2
847,Tianyi,1131zhengning,I1
848,Tianyi,1131zhengning,BL3
849,Tianyi,1131toby,I1
850,Tianyi,1131toby,BL3
851,Tianyi,2374zhengzhang,H2
852,Tianyi,2374zhengzhang,CL1
853,Tianyi,2374tianyi,CE2
854,Tianyi,2374tianyi,CL1
855,Tianyi,2374zhengning,CL1
856,Tianyi,2374zhengning,H1
857,Tianyi,2374toby,BL1
858,Tianyi,1151zhengzhang,BF4
859,Tianyi,1151tianyi,G
860,Tianyi,1151tianyi,BF4
861,Tianyi,1151zhengning,I1
862,Tianyi,1151toby,G
863,Tianyi,1151toby,BF4
864,Tianyi,1151toby,I1
865,Tianyi,2051zhengzhang,CE2
866,Tianyi,2051zhengzhang,BL1
867,Tianyi,2051tianyi,CE2
868,Tianyi,2051tianyi,BL1
869,Tianyi,2051tianyi,CL2
870,Tianyi,2051zhengning,BF4
871,Tianyi,2051toby,BL1
872,Tianyi,1880zhengzhang,BL3
873,Tianyi,1880tianyi,BL3
874,Tianyi,1880tianyi,E1
875,Tianyi,1880tianyi,BN1
876,Tianyi,1880zhengning,BL3
877,Tianyi,1880zhengning,I1
878,Tianyi,1880toby,I1
879,Tianyi,1880toby,F1
880,Tianyi,2069zhengzhang,CE3
881,Tianyi,2069tianyi,CE3
882,Tianyi,2069tianyi,BE5
883,Tianyi,2069zhengning,CL1
884,Tianyi,2069zhengning,CM6
885,Tianyi,2069toby,CE3
886,Tianyi,2367zhengzhang,CL1
887,Tianyi,2367zhengzhang,BL1
888,Tianyi,2367tianyi,BL1
889,Tianyi,2367tianyi,I1
890,Tianyi,2367tianyi,H2
891,Tianyi,2367zhengning,A1d
892,Tianyi,2367toby,F3
893,Tianyi,2312zhengzhang,A1e
894,Tianyi,2312tianyi,A1e
895,Tianyi,2312zhengning,A1e
896,Tianyi,361zhengzhang,D1b
897,Tianyi,361tianyi,D1b
898,Tianyi,361zhengning,D1b
899,Tianyi,361toby,D1b
900,Tianyi,2037zhengzhang,L4
901,Tianyi,2037tianyi,H2
902,Tianyi,2037zhengning,I1
903,Tianyi,2037toby,I1
904,Tianyi,2037toby,F2
905,Tianyi,1841zhengzhang,A1b
906,Tianyi,1841tianyi,A1b
907,Tianyi,1841zhengning,A1b
908,Tianyi,1841toby,A1b
909,Tianyi,2078zhengzhang,CE2
910,Tianyi,2078tianyi,CM6
911,Tianyi,2078tianyi,CE2
912,Tianyi,2078tianyi,F3
913,Tianyi,2078zhengning,BL1
914,Tianyi,2078toby,CM4
915,Tianyi,2151zhengzhang,KA1b
916,Tianyi,2151tianyi,KA1b
917,Tianyi,2151tianyi,CE2
918,Tianyi,2151zhengning,KA1b
919,Tianyi,2151toby,KA1b
920,Tianyi,2025zhengzhang,D1a
921,Tianyi,2025tianyi,A1b
922,Tianyi,2025tianyi,D1a
923,Tianyi,2025tianyi,E1
924,Tianyi,2025zhengning,D1a
925,Tianyi,2025zhengning,A1b
926,Tianyi,2025toby,DF2
927,Tianyi,2025toby,D1a
928,Tianyi,2070zhengzhang,CE3
929,Tianyi,2070tianyi,G
930,Tianyi,2070tianyi,CE2
931,Tianyi,2070tianyi,CE3
932,Tianyi,2070tianyi,E1
933,Tianyi,2070zhengning,CE3
934,Tianyi,2070toby,BE5
935,Tianyi,2070toby,CE3
936,Tianyi,1804zhengzhang,D1
937,Tianyi,1804tianyi,D1
938,Tianyi,1804zhengning,D1
939,Tianyi,1804toby,D1
940,Tianyi,1747zhengzhang,BL1
941,Tianyi,1747zhengzhang,CL1
942,Tianyi,1747tianyi,BL1
943,Tianyi,1747tianyi,CL1
944,Tianyi,1747zhengning,BE5
945,Tianyi,1747toby,CL1
946,Tianyi,1673zhengzhang,BL1
947,Tianyi,1673tianyi,BL1
948,Tianyi,1673zhengning,BL1
949,Tianyi,1673zhengning,CL1
950,Tianyi,1673toby,BL1
951,Tianyi,2310zhengzhang,CL1
952,Tianyi,2310zhengzhang,CM6
953,Tianyi,2310tianyi,CL1
954,Tianyi,2310tianyi,CM6
955,Tianyi,2310zhengning,CL1
956,Tianyi,2310zhengning,CM6
957,Tianyi,2310toby,CL1
958,Tianyi,2310toby,CM6
959,Tianyi,2061zhengzhang,CE2
960,Tianyi,2061tianyi,CE2
961,Tianyi,2061tianyi,A1b
962,Tianyi,2061zhengning,CE2
963,Tianyi,2061zhengning,A1b
964,Tianyi,2061toby,CE2
965,Tianyi,478zhengzhang,D1a
966,Tianyi,478tianyi,D1a
967,Tianyi,478zhengning,D1a
968,Tianyi,478toby,D1a
969,Tianyi,1189zhengzhang,E1
970,Tianyi,1189tianyi,H2
971,Tianyi,1189zhengning,BE5
972,Tianyi,1189toby,E1
973,Tianyi,1563zhengzhang,BF4
974,Tianyi,1563tianyi,BF4
975,Tianyi,1563tianyi,CF4
976,Tianyi,1563toby,BF4
977,Tianyi,1563toby,CF4
978,Tianyi,531zhengzhang,D1a
979,Tianyi,531tianyi,D1a
980,Tianyi,531toby,D1a
